Wall time,Step,Value
1709659435.586498,0,0.10000000149011612
1709659479.2039838,0,0.10000000149011612
1709660133.143966,0,0.10000000149011612
1709660238.064079,1,0.6116999983787537
1709660341.787104,2,0.6766999959945679
1709660444.9334998,3,0.7271000146865845
1709660547.146445,4,0.7135000228881836
1709660649.5371368,5,0.772599995136261
1709660752.611552,6,0.7770000100135803
1709660855.324725,7,0.7698000073432922
1709660957.167137,8,0.7864999771118164
1709661059.795156,9,0.7791000008583069
1709661163.000756,10,0.7878000140190125
1709661266.541782,11,0.8055999875068665
1709661369.393322,12,0.7946000099182129
1709661471.421972,13,0.7777000069618225
1709661573.195568,14,0.7928000092506409
1709661676.774097,15,0.7896000146865845
1709661780.780652,16,0.7979999780654907
1709661884.507861,17,0.7915999889373779
1709661988.445708,18,0.7789999842643738
1709662091.387556,19,0.8004000186920166
1709662193.878617,20,0.8047999739646912
1709662295.646852,21,0.7961999773979187
1709662397.40142,22,0.7929999828338623
1709662499.146105,23,0.8029000163078308
1709662600.903312,24,0.8065000176429749
1709662703.5149262,25,0.7979999780654907
1709662805.471414,26,0.8009999990463257
1709662907.229045,27,0.7853999733924866
1709663008.955755,28,0.7889999747276306
1709663110.71283,29,0.792900025844574
1709663212.471154,30,0.8116000294685364
1709663314.719192,31,0.8047999739646912
1709663416.484525,32,0.8097000122070312
1709663518.25454,33,0.804099977016449
1709663620.017857,34,0.7982000112533569
1709663721.854603,35,0.8140000104904175
1709663823.95222,36,0.7695000171661377
1709663925.6934242,37,0.8093000054359436
1709664027.4520519,38,0.8111000061035156
1709664129.209038,39,0.8030999898910522
1709664230.912216,40,0.8127999901771545
1709664332.775268,41,0.7993999719619751
1709664434.680471,42,0.7989000082015991
1709664537.2509959,43,0.7961999773979187
1709664639.809686,44,0.784500002861023
1709664741.6418529,45,0.8044999837875366
1709664843.570691,46,0.7976999878883362
1709664945.5567858,47,0.8108000159263611
1709665047.423577,48,0.7919999957084656
1709665149.2974982,49,0.8033000230789185
1709665251.633056,50,0.7894999980926514
1709665353.871475,51,0.8052999973297119
1709665455.7972422,52,0.805899977684021
1709665557.752121,53,0.7940000295639038
1709665659.6051478,54,0.8019000291824341
1709665761.4757981,55,0.8076000213623047
1709665863.253377,56,0.8069999814033508
1709665965.009737,57,0.7950999736785889
1709666066.772707,58,0.7982000112533569
1709666168.535403,59,0.7975999712944031
1709666270.298157,60,0.802299976348877
1709666372.045037,61,0.7833999991416931
1709666473.8049622,62,0.8108000159263611
1709666575.554572,63,0.7949000000953674
1709666677.325644,64,0.8069999814033508
1709666779.197309,65,0.8123000264167786
